nom,nom_arabe,nom_berbere,type_etablissement,ville,adresse,adresse_arabe,telephone,site_web,note,nombre_avis,statut_ouverture,latitude,longitude,url_google_maps,terme_recherche,photos_count,langues_detectees,date_extraction,horaires_ouverture,avis_recents,services
Centre Hospitalier Provincial de Berkane Eddarak,,,Hôpital,Berkane,"Bd de la victoire, Berkane 60300",,,,"2,6",35,Fermé ⋅ Ouvre à 09:00 lun.,34.9246983,-2.3261681,https://www.google.com/maps/place/Centre+Hospitalier+Provincial+de+Berkane+Eddarak/data=!4m7!3m6!1s0xd7823611a8d45b9:0xb805ec6b85b577af!8m2!3d34.9246983!4d-2.3261681!16s%2Fg%2F1tsjf_c1!19sChIJuUWNGmEjeA0Rr3e1hWvsBbg?authuser=0&hl=fr&rclk=1,hôpital psychiatrique,0,francais,2025-07-06T21:47:32.628926,{},[],[]
Clinique Ibn Rochd مصحة إبن رشد,مصحة إبن رشد,,Clinique spécialisée,Berkane,"43 Rue Tarik Ibn Ziad, Berkane 63300",,+2125366-14446,https://www.google.com/url?q=https://cliniqueibnrochd.ma/&opi=79508299&sa=U&ved=0ahUKEwiCgPO9jamOAxWITqQEHXYRMCwQ61gIEigO&usg=AOvVaw2BRdVoQkw3uCcYuiiKtZEV,"3,9",48,Ouvert 24h/24,34.9239911,-2.3301035,https://www.google.com/maps/place/Clinique+Ibn+Rochd+%D9%85%D8%B5%D8%AD%D8%A9+%D8%A5%D8%A8%D9%86+%D8%B1%D8%B4%D8%AF%E2%80%AD/data=!4m7!3m6!1s0xd782311d259185f:0xfc8fa46e03f20b64!8m2!3d34.9239911!4d-2.3301035!16s%2Fg%2F11l2gxmc8t!19sChIJXxhZ0hEjeA0RZAvyA26kj_w?authuser=0&hl=fr&rclk=1,clinique psychiatrique,2,arabe|francais,2025-07-06T21:48:19.046923,{},[],[]
Galerie Birikh : Centre de Massage & Hijama pour femmes,,,Institut de massages,Berkane,"Bd El Gara, Berkane",,+212774-211186,https://www.google.com/url?q=https://www.instagram.com/galerie_birikh%3Figshid%3DNzZlODBkYWE4Ng%3D%3D&opi=79508299&sa=U&ved=0ahUKEwj9krfqjamOAxUwUKQEHb8tI0cQ61gIEigO&usg=AOvVaw0pjwHGhjD740XTBqhMs4lV,"4,9",51,Ferme bientôt ⋅ 22:30 ⋅ Ouvre à 10:00 lun.,34.9369239,-2.3286312,https://www.google.com/maps/place/Galerie+Birikh+:+Centre+de+Massage+%26+Hijama+pour+femmes/data=!4m7!3m6!1s0xd7825c4d82e9d6f:0x2c534224eda82517!8m2!3d34.9369239!4d-2.3286312!16s%2Fg%2F11kqc46gmg!19sChIJb50u2MQleA0RFyWo7SRCUyw?authuser=0&hl=fr&rclk=1,centre réhabilitation,0,francais,2025-07-06T21:49:53.358638,{},[],[]
Cabinet Mahir de Kinésithérapie,,,Kinésithérapeute,Berkane,"91 Av. Yacoub El Mansour, Berkane",,+212622-305819,,"4,6",16,Fermé ⋅ Ouvre à 09:00 lun.,34.9217236,-2.3295878,https://www.google.com/maps/place/Cabinet+Mahir+de+Kin%C3%A9sith%C3%A9rapie/data=!4m7!3m6!1s0xd7823271b9c0525:0x353aedd8aa08283a!8m2!3d34.9217236!4d-2.3295878!16s%2Fg%2F11h4tnwb59!19sChIJJQWcGycjeA0ROigIqtjtOjU?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T21:50:43.268605,{},[],[]
Cabinet de neurochirurgie Dr. Sadam Tawfik,,,Neurochirurgien,Berkane,"98 Rue de la Résistance, Berkane 63300",,+212654-140390,,"5,0",27,Fermé ⋅ Ouvre à 09:00 lun.,34.9230123,-2.3295452,https://www.google.com/maps/place/Cabinet+de+neurochirurgie+Dr.+Sadam+Tawfik/data=!4m7!3m6!1s0xd78233bd10a223d:0xdfc005dcb002e3af!8m2!3d34.9230123!4d-2.3295452!16s%2Fg%2F11y2w51xwb!19sChIJPSIK0TsjeA0Rr-MCsNwFwN8?authuser=0&hl=fr&rclk=1,addictologue,0,francais,2025-07-06T21:51:38.686870,{},[],[]
Centre d'Ophtalmologie Bellamine Dr. Meryem Bellamine,,,Ophtalmologiste,Berkane,"98 Rue de la Résistance, Berkane 63300",,+2125366-10130,https://www.google.com/url?q=http://www.ophtalmoberkane.com/&opi=79508299&sa=U&ved=0ahUKEwivmoS2jqmOAxUKRKQEHfSZKmUQ61gIEigO&usg=AOvVaw3uwQQZXQioYJnl6aJoUi0b,"4,8",79,Fermé ⋅ Ouvre à 09:00 lun.,34.9230283,-2.3296151,https://www.google.com/maps/place/Centre+d%27Ophtalmologie+Bellamine+Dr.+Meryem+Bellamine/data=!4m7!3m6!1s0xd7823fd8fe7fe03:0xffd4672901a3cea9!8m2!3d34.9230283!4d-2.3296151!16s%2Fg%2F11kk7bf4xv!19sChIJA_7nj_0jeA0Rqc6jASln1P8?authuser=0&hl=fr&rclk=1,طبيب نفسي,0,francais,2025-07-06T21:52:30.128453,{},[],[]
مصحة عواد,مصحة عواد,,Hôpital privé,Berkane,"WMC9+HPW, Berkane",,+2125366-18465,,"5,0",1,Ouvert 24h/24,34.9214988,-2.3306851,https://www.google.com/maps/place/%D9%85%D8%B5%D8%AD%D8%A9+%D8%B9%D9%88%D8%A7%D8%AF%E2%80%AD/data=!4m7!3m6!1s0xd7823005f0b5d65:0x6f4cf4953a147d0f!8m2!3d34.9214988!4d-2.3306851!16s%2Fg%2F11x363yn29!19sChIJZV0LXwAjeA0RD30UOpX0TG8?authuser=0&hl=fr&rclk=1,مستشفى نفسي,0,arabe|francais,2025-07-06T21:54:39.391666,{},[],[]
hijama berkane,,,Centre médical,Berkane,"123 Rue Laayoune, Berkane",,+212695-575748,,"5,0",10,Fermé ⋅ Ouvre à 09:00 lun.,34.9142046,-2.31318,https://www.google.com/maps/place/hijama+berkane/data=!4m7!3m6!1s0xd7823004bd87ee9:0x1f2fb409254f957c!8m2!3d34.9142046!4d-2.31318!16s%2Fg%2F11ldrfp4r1!19sChIJ6X7YSwAjeA0RfJVPJQm0Lx8?authuser=0&hl=fr&rclk=1,عيادة نفسية,0,francais,2025-07-06T21:55:33.607713,{},[],[]
Polyclinique Beni Snassen,,,Clinique,Berkane,"rte de Saïdia bd. de l'Istiqlal , km 2, Bd de l’indépendance, Berkane 63320",,+2125366-19823,https://www.google.com/url?q=https://iberkane.com/sante/info-hopital-3&opi=79508299&sa=U&ved=0ahUKEwj6v8ykj6mOAxWfdqQEHdiOB-kQ61gIFSgR&usg=AOvVaw1Tp7nOpX4W4VSW1se2tm4q,"3,2",21,Ouvert 24h/24,34.9342023,-2.3254685,https://www.google.com/maps/place/Polyclinique+Beni+Snassen/data=!4m7!3m6!1s0xd78249933721b43:0xe886896bee5a3cd!8m2!3d34.9342023!4d-2.3254685!16s%2Fg%2F1td195zh!19sChIJQxtyM5kkeA0RzaPlvpZoiA4?authuser=0&hl=fr&rclk=1,مركز الصحة النفسية,5,francais,2025-07-06T21:56:21.914193,{},[],[]
Cabinet de Médecine Générale & Échographie Dr. Afoud Zaki Fatiha Omnipraticienne,,,Médecin généraliste,Berkane,"43, Rue Moukawama, L'Oriental, 60300, Berkane, 60300",,+2125366-13834,,"4,4",7,,34.9166755,-2.3166757,https://www.google.com/maps/place/Cabinet+de+M%C3%A9decine+G%C3%A9n%C3%A9rale+%26+%C3%89chographie+Dr.+Afoud+Zaki+Fatiha+Omnipraticienne/data=!4m7!3m6!1s0xd782344a4bba60b:0xdfd215353f93272a!8m2!3d34.9166755!4d-2.3166757!16s%2Fg%2F11b6jh8k38!19sChIJC6a7pEQjeA0RKieTPzUV0t8?authuser=0&hl=fr&rclk=1,طبيب نفساني,0,francais,2025-07-06T21:57:13.412191,{},[],[]
Mounya mahmoudi,,,Psychomotricien,Berkane,"WMFF+6J7, Rue Imam Malik, Berkane",,,,"5,0",3,Fermé ⋅ Ouvre à 10:30 lun.,34.9228887,-2.3258226,https://www.google.com/maps/place/Mounya+mahmoudi/data=!4m7!3m6!1s0xd7823000ceceaa5:0x7909c894d2b34fea!8m2!3d34.9228887!4d-2.3258226!16s%2Fg%2F11x7xlqpsb!19sChIJpersDAAjeA0R6k-z0pTICXk?authuser=0&hl=fr&rclk=1,معالج نفسي,0,francais,2025-07-06T21:58:05.277573,{},[],[]
مركز دعم وتأهيل الأطفال في وضعية صعبة,مركز دعم وتأهيل الأطفال في وضعية صعبة,,Association ou organisation,Berkane,"30 BD MOHAMED DORRA, Rue El Majd",,+212700-088489,,"5,0",1,,34.9324568,-2.3189055,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AF%D8%B9%D9%85+%D9%88%D8%AA%D8%A3%D9%87%D9%8A%D9%84+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D9%81%D9%8A+%D9%88%D8%B6%D8%B9%D9%8A%D8%A9+%D8%B5%D8%B9%D8%A8%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xd78250a32a225fb:0xa0b151548e7ca192!8m2!3d34.9324568!4d-2.3189055!16s%2Fg%2F11vf387fbv!19sChIJ-yWiMgoleA0RkqF8jlRRsaA?authuser=0&hl=fr&rclk=1,مركز التأهيل,0,arabe|francais,2025-07-06T21:58:52.667681,{},[],[]
Cabinet Urologie Dr. Youssef Bellamine,,,Urologue,Berkane,"en face, Collège Ibn Rochd, 98 rue la resistance, Berkane 63300",,+2125366-17989,https://www.google.com/url?q=https://www.uroberkane.com/&opi=79508299&sa=U&ved=0ahUKEwiU8vnYkKmOAxVmKvsDHTRiLhEQ61gIFigS&usg=AOvVaw2Hes4YBGz7DBoC-Sdsg9Df,"5,0",47,Fermé ⋅ Ouvre à 09:00 lun.,34.9231303,-2.3297229,https://www.google.com/maps/place/Cabinet+Urologie+Dr.+Youssef+Bellamine/data=!4m7!3m6!1s0xd7823a143b28a4f:0x9ab5c70df73abf88!8m2!3d34.9231303!4d-2.3297229!16s%2Fg%2F11vsff7z0m!19sChIJT4qyQ6EjeA0RiL869w3HtZo?authuser=0&hl=fr&rclk=1,دكتور نفسي,0,francais,2025-07-06T22:02:40.224376,{},[],[]
Dr Lazaar مصحة حاتم - الدكتور لزعر Clinique Hatim,مصحة حاتم الدكتور لزعر,,Hôpital privé,Berkane,"01 Rue Mansour Dahbi, Berkane 63300",,+2125366-11144,,"4,6",41,Ouvert 24h/24,34.9254733,-2.3370582,https://www.google.com/maps/place/Dr+Lazaar+%D9%85%D8%B5%D8%AD%D8%A9+%D8%AD%D8%A7%D8%AA%D9%85+-+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%84%D8%B2%D8%B9%D8%B1+Clinique+Hatim%E2%80%AD/data=!4m7!3m6!1s0xd78237e80fbc8c9:0x5d2a064451103752!8m2!3d34.9254733!4d-2.3370582!16s%2Fg%2F1tdb114b!19sChIJycj7gH4jeA0RUjcQUUQGKl0?authuser=0&hl=fr&rclk=1,مصحة نفسية,0,arabe|francais,2025-07-06T22:03:29.549843,{},[],[]
Centre dialyse &néphrologie AOUAD BERKANE,,,Clinique,Berkane,"185 Bd Hassan II, Berkane",,+2125366-18465,,"5,0",1,Ouvert 24h/24,34.9214155,-2.3306157,https://www.google.com/maps/place/Centre+dialyse+%26n%C3%A9phrologie+AOUAD+BERKANE/data=!4m7!3m6!1s0xd7823006f9891eb:0x1112b16372890031!8m2!3d34.9214155!4d-2.3306157!16s%2Fg%2F11vx1jcvmc!19sChIJ65GYbwAjeA0RMQCJcmOxEhE?authuser=0&hl=fr&rclk=1,مركز طبي نفسي,4,francais,2025-07-06T22:04:19.919577,{},[],[]
Cabinet de Psychiatrie Dr. Fatna KASMI Psychiatre Psychothérapeute,,,Psychiatre,Berrechid,"Imm B 2eme étage N° 10, et Rue yacoub El Mansour, Rés hadj Ahmed, Ang, Bd Mohamed 5, Berrechid 26100",,+2125220-30128,,"5,0",8,Fermé ⋅ Ouvre à 09:00 lun.,33.2663441,-7.5842163,https://www.google.com/maps/place/Cabinet+de+Psychiatrie+Dr.+Fatna+KASMI+Psychiatre+Psychoth%C3%A9rapeute/data=!4m7!3m6!1s0xda63dcc3fe3fb8d:0xadc1b04ec53c6554!8m2!3d33.2663441!4d-7.5842163!16s%2Fg%2F11vy4_73hc!19sChIJjfvjP8w9pg0RVGU8xU6wwa0?authuser=0&hl=fr&rclk=1,psychiatre,0,francais,2025-07-06T22:05:34.076815,{},[],[]
Cabinet M. FARAJ Ph. D.,,,Psychothérapeute,Berrechid,"Angle Bd Med V & Rue Yacoub Mansour Résidence Ahmed Barchid, Entrée ""C"", 2ème E, Appt. 4, Berrechid 26100",,+212601-353831,https://www.google.com/url?q=http://www.psyfaraj.com/&opi=79508299&sa=U&ved=0ahUKEwiPvsrAkamOAxXeK_sDHWeQF6kQ61gIECgN&usg=AOvVaw3zEFhL0U3HnJxHlNn-ZrdH,"5,0",5,Fermé ⋅ Ouvre à 10:00 lun.,33.2684583,-7.5850135,https://www.google.com/maps/place/Cabinet+M.+FARAJ+Ph.+D./data=!4m7!3m6!1s0xda63db25fe4d6ef:0x33e8f5771b10b35d!8m2!3d33.2684583!4d-7.5850135!16s%2Fg%2F11sq0lq680!19sChIJ79bkX7I9pg0RXbMQG3f16DM?authuser=0&hl=fr&rclk=1,psychologue,0,francais,2025-07-06T22:06:19.851431,{},[],[]
Maison de thérapie rhioui,,,Centre anti-douleur,Berrechid,"Boulevard Abdellah Ganoune, Berrechid",,+212618-942704,,"5,0",5,Ouvert 24h/24,33.2655572,-7.5737087,https://www.google.com/maps/place/Maison+de+th%C3%A9rapie+rhioui/data=!4m7!3m6!1s0xda63d7055b80fd3:0xdf84dd699ed704b7!8m2!3d33.2655572!4d-7.5737087!16s%2Fg%2F11vj9znjwt!19sChIJ0w-4VXA9pg0RtwTXnmndhN8?authuser=0&hl=fr&rclk=1,centre addictologie,0,francais,2025-07-06T22:07:06.185350,{},[],[]
Administration Hôpital Arrazi de Psychiatrie,,,Service de santé mentale,Berrechid,"7C98+F7F, Berrechid",,+2125223-52545,,"2,6",2,Fermé ⋅ Ouvre à 00:00 lun.,33.268687,-7.5843171,https://www.google.com/maps/place/Administration+H%C3%B4pital+Arrazi+de+Psychiatrie/data=!4m7!3m6!1s0xda63d000bc17909:0x4b7d8fd50390151f!8m2!3d33.268687!4d-7.5843171!16s%2Fg%2F11wx1rjb2t!19sChIJCXnBCwA9pg0RHxWQA9WPfUs?authuser=0&hl=fr&rclk=1,centre santé mentale,0,francais,2025-07-06T22:09:43.712307,{},[],[]
Centre de reéducation berrechid,,,Administration,Berrechid,"7CM5+XJH, Berrechid",,,,"5,0",5,,33.2849367,-7.5908986,https://www.google.com/maps/place/Centre+de+re%C3%A9ducation+berrechid/data=!4m7!3m6!1s0xda63dd6a67fa36f:0x2b9d9f84dc48d822!8m2!3d33.2849367!4d-7.5908986!16s%2Fg%2F11t6jnyb9j!19sChIJb6N_ptY9pg0RIthI3ISfnSs?authuser=0&hl=fr&rclk=1,centre réhabilitation,0,francais,2025-07-06T22:10:33.634323,{},[],[]
Alyousr Psy,,,Centre de rééducation,Berrechid,"507 Wafiq, Berrechid",,+212660-788242,,"5,0",1,Fermé ⋅ Ouvre à 10:00 lun.,33.2581949,-7.5670545,https://www.google.com/maps/place/Alyousr+Psy/data=!4m7!3m6!1s0xda63d0073ff7a33:0x8c29851ca53455ff!8m2!3d33.2581949!4d-7.5670545!16s%2Fg%2F11x02cwr8p!19sChIJM3r_cwA9pg0R_1U0pRyFKYw?authuser=0&hl=fr&rclk=1,thérapeute,0,francais,2025-07-06T22:11:26.662429,{},[],[]
"Dr ZAHIR Rim | Psychiatre de l’adulte et du sujet agé, Psychothérapeute, Addictologue.",,,Psychiatre,Berrechid,,,+212662-136667,,"5,0",4,Fermé ⋅ Ouvre à 09:00 lun.,31.8008346,-7.1506879,"https://www.google.com/maps/place/Dr+ZAHIR+Rim+%7C+Psychiatre+de+l%E2%80%99adulte+et+du+sujet+ag%C3%A9,+Psychoth%C3%A9rapeute,+Addictologue./data=!4m7!3m6!1s0x40e8dcfad93c823f:0x660b2dd8006270ca!8m2!3d31.8008346!4d-7.1506879!16s%2Fg%2F11xkpfvh56!19sChIJP4I82frc6EARynBiANgtC2Y?authuser=0&hl=fr&rclk=1",addictologue,0,francais,2025-07-06T22:12:14.850716,{},[],[]
Cabinet Médical Dr. Chaymae El Ouazzani,,,Médecin généraliste,Berrechid,"7C87+6HF, Berrechid",,+2125223-24812,,"4,9",10,,33.2655526,-7.5860903,https://www.google.com/maps/place/Cabinet+M%C3%A9dical+Dr.+Chaymae+El+Ouazzani/data=!4m7!3m6!1s0xda63ce8e3b8b705:0xff9c265bb150d3df!8m2!3d33.2655526!4d-7.5860903!16s%2Fg%2F11g6xbl4cq!19sChIJBbe44-g8pg0R39NQsVsmnP8?authuser=0&hl=fr&rclk=1,طبيب نفسي,0,francais,2025-07-06T22:13:03.722002,{},[],[]
Clinique Ibn Zohr,,,Clinique,Berrechid,"46, LOT AMAL, Berrechid 26100",,+2125223-25883,https://www.google.com/url?q=https://prowebsiteboost.com/listing/clinique-ibn-zohr-berrechid-%25D9%2585%25D8%25B5%25D8%25AD%25D8%25A9-%25D8%25A7%25D8%25A8%25D9%2586-%25D8%25B2%25D9%2587%25D8%25B1-%25D8%25A8%25D8%25B1%25D8%25B4%25D9%258A%25D8%25AF/&opi=79508299&sa=U&ved=0ahUKEwiRnteXk6mOAxWARKQEHQRVGlIQ61gIEigO&usg=AOvVaw0JisOjjkr-0Ps-lVKFVkZt,"3,9",110,Ouvert 24h/24,33.27663,-7.5890271,https://www.google.com/maps/place/Clinique+Ibn+Zohr/data=!4m7!3m6!1s0xda63c95778a9835:0x7f82f1156ebde085!8m2!3d33.27663!4d-7.5890271!16s%2Fg%2F11f148lt02!19sChIJNZiKd5U8pg0RheC9bhXxgn8?authuser=0&hl=fr&rclk=1,مركز علاج الإدمان,0,francais,2025-07-06T22:13:49.983070,{},[],[]
Hôpital Provencial de Berrechid,,,Hôpital gouvernemental,Berrechid,"Hôpital Errazi, Berrechid",,,https://www.google.com/url?q=http://www.sante.gov.ma/&opi=79508299&sa=U&ved=0ahUKEwiZpKKuk6mOAxUcVaQEHUOaHTYQ61gIDigK&usg=AOvVaw2b-Ss8JYfNnhC1gMHJBipJ,"2,2",17,Ouvert 24h/24,33.2601989,-7.5841606,https://www.google.com/maps/place/H%C3%B4pital+Provencial+de+Berrechid/data=!4m7!3m6!1s0xda63ce42ae31ac9:0x92b8ae5d96974146!8m2!3d33.2601989!4d-7.5841606!16s%2Fg%2F1tkr0ml8!19sChIJyRrjKuQ8pg0RRkGXll2uuJI?authuser=0&hl=fr&rclk=1,مستشفى نفسي,12,francais,2025-07-06T22:14:34.785505,{},[],[]
Tony's House,,,Service de santé mentale,Berrechid,"797W+872, R318, Berrechid",,,,,,,33.26376,-7.6042239,https://www.google.com/maps/place/Tony%27s+House/data=!4m7!3m6!1s0xda63d002b834c4b:0x9cc9e05f973452b0!8m2!3d33.26376!4d-7.6042239!16s%2Fg%2F11xd4hvfb_!19sChIJS0yDKwA9pg0RsFI0l1_gyZw?authuser=0&hl=fr&rclk=1,عيادة نفسية,0,francais,2025-07-06T22:15:23.825543,{},[],[]
Clinique AL HAKIM Berrechid مصحة الحكيم برشيد,مصحة الحكيم برشيد,,Clinique spécialisée,Berrechid,"Clinique AL HAKIM LOT 40 LOTISSEMENT, Rue Ismailia, Berrechid 26100",,+2125225-35557,,"2,3",15,Ouvert 24h/24,33.2713882,-7.5841253,https://www.google.com/maps/place/Clinique+AL+HAKIM+Berrechid+%D9%85%D8%B5%D8%AD%D8%A9+%D8%A7%D9%84%D8%AD%D9%83%D9%8A%D9%85+%D8%A8%D8%B1%D8%B4%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0xda63d1e14d9e559:0xf91c3b8f07ede46f!8m2!3d33.2713882!4d-7.5841253!16s%2Fg%2F11khllmxwj!19sChIJWeXZFB49pg0Rb-TtB487HPk?authuser=0&hl=fr&rclk=1,مركز الصحة النفسية,0,arabe|francais,2025-07-06T22:16:13.488035,{},[],[]
Dr Lamyae El Hamdaoui - Cabinet de pneumologie et allergologie à Berrechid,,,Pneumologue,Berrechid,"7,rue masjid zahra, boulevard Med V, Résidence Nour 1, 3éme étages, 26100",,+2125220-30899,https://www.google.com/url?q=https://web.facebook.com/cabinet.leh&opi=79508299&sa=U&ved=0ahUKEwiL4u_1k6mOAxVdRKQEHV25KN0Q61gIEigO&usg=AOvVaw0O1aojgRG5AALUHqDByqsW,"4,7",60,Fermé ⋅ Ouvre à 09:00 lun.,33.261932,-7.5805664,https://www.google.com/maps/place/Dr+Lamyae+El+Hamdaoui+-+Cabinet+de+pneumologie+et+allergologie+%C3%A0+Berrechid/data=!4m7!3m6!1s0xda63dda1ff7463b:0xfeb3e6ce4332ff1e!8m2!3d33.261932!4d-7.5805664!16s%2Fg%2F11s9c2swry!19sChIJO0b3H9o9pg0RHv8yQ87ms_4?authuser=0&hl=fr&rclk=1,طبيب نفساني,0,francais,2025-07-06T22:17:07.528822,{},[],[]
Cabinet Wellness and Life,,,Psychologue,Berrechid,"26100, Berrechid 26100",,+212680-100028,https://www.google.com/url?q=http://www.facebook.com/PSYRAJALAGZOUM&opi=79508299&sa=U&ved=0ahUKEwi67uuMlKmOAxUJVaQEHYywJbwQ61gIESgO&usg=AOvVaw3kr0jaugWlFtmTjyCnAKjL,"5,0",5,,33.2634389,-7.581453,https://www.google.com/maps/place/Cabinet+Wellness+and+Life/data=!4m7!3m6!1s0xda63de4d2b68815:0x7b2e13c773bf1d7a!8m2!3d33.2634389!4d-7.581453!16s%2Fg%2F11l3tqvwxg!19sChIJFYi20uQ9pg0Reh2_c8cTLns?authuser=0&hl=fr&rclk=1,معالج نفسي,2,francais,2025-07-06T22:17:53.191914,{},[],[]
Psychologue clinicienne sur Berrechid.,,,Psychologue,Berrechid,"Clinique Chifa, 7 lotissement jaddah, Berrechid 26100",,,,"5,0",3,Fermé temporairement,33.2568022,-7.5814862,https://www.google.com/maps/place/Psychologue+clinicienne+sur+Berrechid./data=!4m7!3m6!1s0xda63db0f72d87e7:0x5312d884f6a74349!8m2!3d33.2568022!4d-7.5814862!16s%2Fg%2F11sczsmrhr!19sChIJ54ct97A9pg0RSUOn9oTYElM?authuser=0&hl=fr&rclk=1,دكتور نفسي,0,francais,2025-07-06T22:22:54.456076,{},[],[]
Centre médical Berrchid,,,Centre médical,Berrechid,"7CF6+XRM, Rte de Khouribga, Berrechid",,,,"5,0",1,,33.2749552,-7.5879495,https://www.google.com/maps/place/Centre+m%C3%A9dical+Berrchid/data=!4m7!3m6!1s0xda63d425db74441:0x2bf564b1a1b7cbc3!8m2!3d33.2749552!4d-7.5879495!16s%2Fg%2F11h3mv6v1x!19sChIJQUS3XUI9pg0Rw8u3obFk9Ss?authuser=0&hl=fr&rclk=1,مركز طبي نفسي,0,francais,2025-07-06T22:24:14.398985,{},[],[]
DR MOUKHLESSE SOUHA Psychiatre Fès,,,Psychiatre,Bhalil,"4eme Etage, bureau Abdeljalil, 1 Rue ibn Abi Rabiaa, Fès 30000",,+212532-116409,https://www.google.com/url?q=https://drsouhamoukhlesse.godoc.ma/&opi=79508299&sa=U&ved=0ahUKEwjL3d7llamOAxXuRaQEHTZHFx0Q61gIFigS&usg=AOvVaw17hrDUz-2w72YO_zr0pLC-,"4,8",21,Fermé ⋅ Ouvre à 09:00 lun.,34.0328918,-5.0090608,https://www.google.com/maps/place/DR+MOUKHLESSE+SOUHA+Psychiatre+F%C3%A8s/data=!4m7!3m6!1s0xd9f8b640099ce41:0xebe0164b34fd79db!8m2!3d34.0328918!4d-5.0090608!16s%2Fg%2F11y394bh3b!19sChIJQc6ZAGSLnw0R23n9NEsW4Os?authuser=0&hl=fr&rclk=1,psychiatre,0,francais,2025-07-06T22:25:31.301617,{},[],[]
Malika Hjiej psychologue clinicienne et psychothérapeute أخصائية و معالجة نفسية,أخصائية و معالجة نفسية,,Psychologue,Bhalil,"en face de bricosmart, 30050 Rue Assilah, Atlas Fès bureaux Esafoua n 20, Fès",,+212616-032018,,"5,0",11,Fermé ⋅ Ouvre à 10:00 lun.,34.0329714,-4.995937,https://www.google.com/maps/place/Malika+Hjiej+psychologue+clinicienne+et+psychoth%C3%A9rapeute+%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%8A%D8%A9+%D9%88+%D9%85%D8%B9%D8%A7%D9%84%D8%AC%D8%A9+%D9%86%D9%81%D8%B3%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xd9f8b2c712139d5:0xd6d8dfd5e3d1b030!8m2!3d34.0329714!4d-4.995937!16s%2Fg%2F11y470gh1_!19sChIJ1TkhcSyLnw0RMLDR49Xf2NY?authuser=0&hl=fr&rclk=1,psychologue,0,arabe|francais,2025-07-06T22:26:25.388603,{},[],[]
Hopital de Bhalil,,,Hôpital,Bhalil,"V42J+WCR, Bhalil",,,,"5,0",5,,33.8523704,-4.8689999,https://www.google.com/maps/place/Hopital+de+Bhalil/data=!4m7!3m6!1s0xd9f9aebc1c00001:0x8b7c7ba7c403c1a6!8m2!3d33.8523704!4d-4.8689999!16s%2Fg%2F11sscs8kb3!19sChIJAQDAweuanw0RpsEDxKd7fIs?authuser=0&hl=fr&rclk=1,hôpital psychiatrique,0,francais,2025-07-06T22:28:25.726739,{},[],[]
Abdel krim belcaid malade Dr Sophia,,,Hôpital,Bhalil,"88 de, Route, Casablanca",,+2125227-76666,https://www.google.com/url?q=http://www.villadeslilas.ma/&opi=79508299&sa=U&ved=0ahUKEwikhN_PlqmOAxWtXaQEHZ5mDIkQ61gIFCgQ&usg=AOvVaw2WrNlBTOyY8fcMoSeDlekK,"4,3",4,Ouvert 24h/24,33.5388024,-7.6566057,https://www.google.com/maps/place/Abdel+krim+belcaid+malade+Dr+Sophia/data=!4m7!3m6!1s0xda62cdfc773b205:0x3cd5b2206a84fc46!8m2!3d33.5388024!4d-7.6566057!16s%2Fg%2F11bw5tbc7j!19sChIJBbJzx98spg0RRvyEaiCy1Tw?authuser=0&hl=fr&rclk=1,clinique psychiatrique,0,francais,2025-07-06T22:29:13.003559,{},[],[]
الطريقة الرݣيبية المشيشية الإدريسية المباركة,الطريقة الرݣيبية المشيشية الإدريسية المباركة,,Service de santé mentale,Bhalil,Moulay Idriss Zerhoun,,+212660-022774,,"5,0",2,Ouvert 24h/24,34.0592115,-5.5191024,https://www.google.com/maps/place/%D8%A7%D9%84%D8%B7%D8%B1%D9%8A%D9%82%D8%A9+%D8%A7%D9%84%D8%B1%DD%A3%D9%8A%D8%A8%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%B4%D9%8A%D8%B4%D9%8A%D8%A9+%D8%A7%D9%84%D8%A5%D8%AF%D8%B1%D9%8A%D8%B3%D9%8A%D8%A9+%D8%A7%D9%84%D9%85%D8%A8%D8%A7%D8%B1%D9%83%D8%A9%E2%80%AD/data=!4m7!3m6!1s0xda045003c6b5979:0x3f1d708bdd84b1df!8m2!3d34.0592115!4d-5.5191024!16s%2Fg%2F11wwx05zkz!19sChIJeVlrPABFoA0R37GE3YtwHT8?authuser=0&hl=fr&rclk=1,centre santé mentale,0,arabe|francais,2025-07-06T22:30:00.379669,{},[],[]
